Avg Bull Duration (months),Avg Bear Duration (months),Avg Bull Return (%),Avg Bear Return (%),Last Trough,Last Peak,Current Phase,Projected Bull Restart
1.9,2.6,0.51,1.67,2019-04,2019-05,Bear Market,2024-08-01
