,Unnamed: 0,Liv-ex 100,US CPI,"TVC_US10Y, 15","FX_GBPUSD, 1M","OANDA_EURUSD, 1M","FX_IDC_GBPEUR, 1M","FX_GBPJPY, 1M","HKEX_DLY_HSI1!, 1M (1)",Dollar Index (DXY),S&P 500 Futures,"CME_MINI_NQ1!, 1M","TVC_USOIL, 1M","PEPPERSTONE_COCOA, 1M",liv-ex Champagne 50,liv-ex Italy 100,liv-ex Rhone 100,liv-ex California 50,liv-ex Investables,Liv-ex Fine Wine 1000,Liv-ex Indices,liv-ex Burgundy 150,liv-ex Bordeaux Legends,US Interest Rate,Wine_ret,CPI_lag_0,CPI_lag_3,CPI_lag_6,CPI_lag_12,Inflation Regime,wine_12m_ret,cum_price,rolling_max,drawdown,momentum_now,momentum_next,momentum_direction_change,wine_vol_12m,US CPI_lag_12,US Interest Rate_lag_6,Bullish,Bullish_Prob,Livex_Change,Reversion,Reversion_Prob,drawdown_z,rolling_min_gap,momentum_change,rolling_peak,drawdown_pct,Predicted_12M_Return,rolling_min,pct_from_min,Plot_Date
169,2017-09-30,308.03,246.819,,1.32103,1.184195,1.1157,145.65699999999998,28200.0,92.863,2468.0,5882.5,50.16,2066.0,350.99,270.57,183.09,267.1,336.26,321.2,412.49,412.49,365.86,1.25,0.0952956654695442,246.819,244.955,243.801,241.428,Low CPI,0.0952956654695442,308.03,364.69,-0.1553648304039048,0.0952956654695442,0.0209990141307918,False,0.0107939595077163,241.428,1.0,1,0.32292535918199394,0.92999999999995,0,0.0,-0.01046163531860092,16.66999999999996,False,308.67,-0.0020734117342146733,0.005401462804350507,291.36,0.05721444261394824,169
170,2017-10-31,308.93,246.663,,1.32103,1.184195,1.1157,145.65699999999998,28200.0,92.863,2468.0,5882.5,50.16,2066.0,357.56,271.47,183.34,266.5,337.91,324.47,422.82,422.82,368.69,1.25,0.0603034047226798,246.663,244.786,244.524,241.729,Low CPI,0.0603034047226798,308.93,364.69,-0.1528969809975595,0.0603034047226798,0.0296342792956492,False,0.0060969084733697,241.729,1.0,1,0.3026692576510048,1.7099999999999795,0,0.0,0.005525082354312427,12.740000000000009,False,308.93,0.0,0.0030449944330551374,296.19,0.04301293088895644,170
171,2017-11-30,312.96,246.669,,1.32103,1.184195,1.1157,145.65699999999998,28200.0,92.863,2468.0,5882.5,50.16,2066.0,354.98,276.34,183.35,268.9,341.13,333.54,460.07,460.07,373.67,1.25,0.0566190620885243,246.669,245.519,244.733,241.353,Low CPI,0.0566190620885243,312.96,364.69,-0.1418464997669254,0.0566190620885243,0.030038823451997,False,0.0055423509029826,241.353,1.0,1,0.33017974198867683,4.289999999999964,0,0.0,0.07711005148968443,15.629999999999995,False,312.96,0.0,0.006486800977759718,297.33,0.05256785389970738,171
172,2017-12-31,312.69,246.524,,1.32103,1.184195,1.1157,145.65699999999998,28200.0,92.863,2468.0,5882.5,50.16,2066.0,357.31,273.2,183.41,266.3,341.28,330.34,442.73,442.73,369.24,1.5,0.0516597719705378,246.524,246.819,244.955,241.432,Low CPI,0.0516597719705378,312.69,364.69,-0.1425868545888289,0.0516597719705378,0.0309996743731681,False,0.0057639491450141,241.432,1.25,1,0.29340399896589214,4.660000000000025,0,0.0,0.07231403618781111,11.610000000000014,False,312.96,-0.0008627300613496351,0.005169355418110961,301.08,0.03856117975288965,172
173,2018-01-31,312.47,247.867,,1.27481,1.13181,1.1263,144.64899999999997,26531.0,97.272,2758.25,6949.5,50.63,2191.1,361.91,269.2,183.89,267.9,341.57,330.99,437.64,437.64,378.42,1.5,0.037830476949648,247.867,246.663,244.786,242.839,Low CPI,0.037830476949648,312.47,364.69,-0.1431901066659353,0.037830476949648,0.0235987240414035,False,0.0052615985916819,242.839,1.25,0,0.2974632033496599,3.5400000000000205,0,0.0,0.06840617186776711,10.210000000000036,False,312.96,-0.0015656952965233649,0.005169355418110961,302.26,0.033778865877059604,173
174,2018-02-28,312.16,248.991,,1.31204,1.16894,1.1222,146.748,24911.0,94.493,2817.0,7244.75,68.39,2153.1,362.03,277.58,184.37,278.3,341.22,334.75,454.48,454.48,379.18,1.5,0.0327532587838286,248.991,246.669,245.519,243.603,Low CPI,0.0327532587838286,312.16,364.69,-0.1440401436836764,0.0327532587838286,0.0236822496517317,False,0.0053827040648892,243.603,1.25,0,0.2956892953689895,0.7999999999999545,0,0.0,0.06289963578043062,9.470000000000027,False,312.96,-0.0025562372188137608,0.005169355418110961,302.69,0.03128613432885139,174
175,2018-03-31,310.69,249.554,,1.27391,1.14657,1.1126,139.76299999999998,25854.0,96.173,2505.25,6333.25,45.4,2414.1,360.48,268.51,185.22,286.4,340.18,334.42,461.6,461.6,377.98,1.75,0.0209990141307918,249.554,246.524,246.819,243.801,Low CPI,0.0209990141307918,310.69,364.69,-0.1480709643807068,0.0209990141307918,0.0266857124306074,False,0.00561106657042,243.801,1.25,0,0.2895576106594366,2.0,0,0.0,0.03678799691467398,8.0,False,312.96,-0.0072533231083844,0.004342623968071124,302.69,0.02642968053123658,175
176,2018-04-30,311.66,250.546,,1.27391,1.14657,1.1126,139.76299999999998,25854.0,95.132,2919.0,7655.25,45.4,2414.1,361.43,268.93,187.1,280.6,341.02,337.04,473.56,473.56,377.54,1.75,0.0296342792956492,250.546,247.867,246.663,244.524,Low CPI,0.0296342792956492,311.66,364.69,-0.145411171131646,0.0296342792956492,0.0162172660473245,False,0.0051590630687793,244.524,1.25,0,0.2955749101844882,0.8100000000000023,0,0.0,0.05401812596214553,7.720000000000027,False,312.96,-0.004153885480572452,0.004182889521486178,303.94,0.025399749950648243,176
177,2018-05-31,313.07,251.588,,1.27391,1.14657,1.1126,139.76299999999998,25854.0,95.132,2919.0,7655.25,45.4,2414.1,366.59,267.03,187.89,295.7,341.91,340.95,481.04,481.04,390.49,1.75,0.030038823451997,251.588,248.991,246.669,244.733,Low CPI,0.030038823451997,313.07,364.69,-0.1415448737283721,0.030038823451997,0.0013100715746421,False,0.0051719895330388,244.733,1.25,0,0.30886681650490916,0.9099999999999682,0,0.0,0.07906398364970707,5.96999999999997,False,313.07,0.0,-0.002707135387647424,307.1,0.019439921849560306,177
178,2018-06-30,316.62,251.989,,1.27391,1.14657,1.1126,139.76299999999998,25854.0,95.132,2919.0,7655.25,45.4,2414.1,372.73,270.89,189.72,305.2,346.28,345.61,490.31,490.31,397.26,2.0,0.0309996743731681,251.989,249.554,246.524,244.955,Low CPI,0.0309996743731681,316.62,364.69,-0.1318105788477884,0.0309996743731681,-0.0020467555726118,True,0.0053084761262186,244.955,1.5,0,0.3019704681545131,5.930000000000007,0,0.0,0.1421227033595281,9.399999999999977,True,316.62,0.0,0.005147953110950644,307.22,0.030596966343336945,178
179,2018-07-31,314.47,252.006,,1.27391,1.14657,1.1126,139.76299999999998,25854.0,95.132,2919.0,7655.25,45.4,2414.1,376.57,276.58,189.78,310.0,345.96,348.05,507.87,507.87,395.74,2.0,0.0235987240414035,252.006,250.546,247.867,244.786,Low CPI,0.0235987240414035,314.47,364.69,-0.1377059968740573,0.0235987240414035,-0.001568150542452,True,0.0059422192712229,244.786,1.5,0,0.28974007277563146,2.8100000000000023,0,0.0,0.10393221114090478,6.440000000000055,True,316.62,-0.006790474385698873,0.003015847373181168,308.03,0.020907054507678,179
180,2018-08-31,315.98,252.146,,1.27391,1.14657,1.1126,139.76299999999998,25854.0,95.132,2919.0,7655.25,45.4,2414.1,380.51,270.89,190.78,311.1,347.54,350.73,511.78,511.78,400.88,2.0,0.0236822496517317,252.146,251.588,248.991,245.519,Low CPI,0.0236822496517317,315.98,364.69,-0.1335654939811894,0.0236822496517317,-0.0076883649410559,True,0.0059457246878246,245.519,1.5,0,0.3011847183225683,2.910000000000025,0,0.0,0.13075437079212388,7.9500000000000455,True,316.62,-0.0020213505148126663,0.004706005933927208,308.03,0.02580917443106206,180
181,2018-09-30,316.25,252.439,,1.27391,1.14657,1.1126,139.76299999999998,25854.0,95.132,2919.0,7655.25,45.4,2414.1,392.18,286.96,192.68,303.1,349.29,360.49,548.67,548.67,408.93,2.25,0.0266857124306074,252.439,251.989,249.554,246.819,Low CPI,0.0266857124306074,316.25,364.69,-0.1328251391592859,0.0266857124306074,-0.0053429463452316,True,0.0058235986857456,246.819,1.75,0,0.26937991147753876,0.37000000000000455,0,0.0,0.1355503860939972,7.319999999999993,True,316.62,-0.0011685932663761118,0.004161487214325861,308.93,0.023694688117049147,181
182,2018-10-31,313.94,252.885,,1.27391,1.14657,1.1126,139.76299999999998,25854.0,95.132,2919.0,7655.25,45.4,2414.1,387.95,285.03,189.68,312.4,346.68,358.15,555.89,555.89,401.51,2.25,0.0162172660473245,252.885,252.006,250.546,246.663,Low CPI,0.0162172660473245,313.94,364.69,-0.1391592859689051,0.0162172660473245,-0.0100429955720979,True,0.0064272936407334,246.663,1.75,0,0.25778306628610853,0.5300000000000296,0,0.0,0.0945178107335225,3.25,True,316.62,-0.008464405280778242,-0.008355803909303112,310.69,0.010460587724097976,182
183,2018-11-30,313.37,252.038,,1.27391,1.14657,1.1126,139.76299999999998,25854.0,95.132,2919.0,7655.25,45.4,2414.1,386.12,280.83,193.69,321.8,343.39,364.18,599.99,599.99,402.67,2.25,0.0013100715746421,252.038,252.146,251.588,246.669,Low CPI,0.0013100715746421,313.37,364.69,-0.1407222572595903,0.0013100715746421,-0.0161625195643146,True,0.0053049181392381,246.669,1.75,0,0.2464128470894534,2.6100000000000136,0,0.0,0.0843928895406783,2.680000000000007,True,316.62,-0.010264670583033288,-0.004781075417374962,310.69,0.008625961569410045,183
184,2018-12-31,312.05,251.233,,1.27391,1.14657,1.1126,139.76299999999998,25854.0,95.132,2919.0,7655.25,45.4,2414.1,385.17,283.23,196.17,322.1,343.03,363.34,597.07,597.07,399.85,2.5,-0.0020467555726118,251.233,252.439,251.989,246.524,Low CPI,-0.0020467555726118,312.05,364.69,-0.1443417697222297,-0.0020467555726118,-0.0233718653275218,False,0.0054476424004172,246.524,2.0,0,0.2080553557518979,4.199999999999989,0,0.0,0.06094570362040799,1.3600000000000136,False,316.25,-0.013280632411067158,-0.0057099488806785234,310.69,0.004377353632237966,184
185,2019-01-31,311.98,251.712,,1.29272,1.10188,1.1733,141.563,26333.0,98.273,3143.75,8417.5,55.22,2557.5,385.51,284.55,194.2,317.0,343.1,362.22,594.72,594.72,394.38,2.5,-0.001568150542452,251.712,252.885,252.006,247.867,Low CPI,-0.001568150542452,311.98,364.69,-0.1445337135649455,-0.001568150542452,-0.0139917957197825,False,0.0054450283869654,247.867,2.0,0,0.2114239099456039,1.9599999999999795,0,0.0,0.05970229224584781,1.2900000000000205,False,316.25,-0.013501976284584922,-0.0057099488806785234,310.69,0.004152048665872801,185
186,2019-02-28,309.76,252.776,,1.32502,1.12121,1.1822,143.94099999999997,28270.0,96.389,3231.0,8752.25,61.35,2541.7,384.91,284.15,192.15,318.8,341.07,358.4,576.43,576.43,394.95,2.5,-0.0076883649410559,252.776,252.038,252.146,248.991,Low CPI,-0.0076883649410559,309.76,364.69,-0.1506210754339302,-0.0076883649410559,-0.0114247737198557,False,0.0058092566228392,248.991,2.0,0,0.20074999218666462,3.6100000000000136,0,0.0,0.020268388652664154,0.0,False,316.25,-0.020521739130434813,-0.00854466646375894,309.76,0.0,186
187,2019-03-31,309.03,254.202,,1.26948,1.13721,1.1147,137.004,28505.0,99.377,2978.5,7770.5,58.15,2439.1,389.25,287.13,190.03,290.7,339.84,354.27,563.25,563.25,386.22,2.5,-0.0053429463452316,254.202,251.233,252.439,249.554,Low CPI,-0.0053429463452316,309.03,364.69,-0.1526227755079657,-0.0053429463452316,-0.015494071146245,False,0.0056976180376886,249.554,2.25,0,0.176188452969942,3.0200000000000387,0,0.0,0.0073013843179685475,0.0,False,313.94,-0.015639931197044103,-0.009775038544182664,309.03,0.0,187
188,2019-04-30,308.53,255.548,,1.26948,1.13721,1.1147,137.004,28505.0,99.377,2978.5,7770.5,58.15,2439.1,385.02,286.71,192.96,295.2,339.24,353.12,557.64,557.64,382.81,2.5,-0.0100429955720979,255.548,251.712,252.885,250.546,Low CPI,-0.0100429955720979,308.53,364.69,-0.1539938029559352,-0.0100429955720979,-0.0177422437408422,False,0.005592193809283,250.546,2.25,0,0.17568400989412247,3.4500000000000455,0,0.0,-0.0015801255003158271,0.0,False,313.37,-0.015445001116890678,-0.010704487797315223,308.53,0.0,188
189,2019-05-31,308.01,256.092,,1.26948,1.13721,1.1147,137.004,28505.0,99.377,2978.5,7770.5,58.15,2439.1,381.25,287.97,193.81,292.6,339.88,353.48,557.3,557.3,384.68,2.5,-0.0161625195643146,256.092,252.776,252.038,251.588,Low CPI,-0.0161625195643146,308.01,364.69,-0.1554196715018234,-0.0161625195643146,-0.0285604876025146,False,0.0053333773041455,251.588,2.25,0,0.17304958369804105,1.75,0,0.0,-0.010816895711331065,0.0,False,312.05,-0.012946643166159335,-0.010704487797315223,308.01,0.0,189
190,2019-06-30,309.22,256.143,,1.26948,1.13721,1.1147,137.004,28505.0,99.377,2978.5,7770.5,58.15,2439.1,386.59,290.03,196.95,297.5,341.42,355.92,559.87,559.87,387.85,2.5,-0.0233718653275218,256.143,254.202,251.233,251.989,Low CPI,-0.0233718653275218,309.22,364.69,-0.1521017850777372,-0.0233718653275218,-0.030411792981894,False,0.0039914700620905,251.989,2.5,0,0.15155845808368537,0.19000000000005457,0,0.0,0.010676358048917332,1.2100000000000364,False,311.98,-0.008846720943650204,-0.009775038544182664,308.01,0.0039284438816922715,190
191,2019-07-31,310.07,256.571,,1.26948,1.13721,1.1147,137.004,28505.0,99.377,2978.5,7770.5,58.15,2439.1,389.63,291.09,198.52,315.1,342.05,357.68,565.76,565.76,390.74,2.25,-0.0139917957197825,256.571,255.548,251.712,252.006,Low CPI,-0.0139917957197825,310.07,364.69,-0.1497710384161891,-0.0139917957197825,-0.0323738701198795,False,0.0038909661793987,252.006,2.5,0,0.15580220637165956,1.5400000000000205,0,0.0,0.02577492474000046,2.0600000000000023,False,310.07,0.0,-0.0057099488806785234,308.01,0.006688094542384995,191
192,2019-08-31,312.37,256.558,,1.26948,1.13721,1.1147,137.004,28505.0,99.377,2978.5,7770.5,58.15,2439.1,392.36,297.32,196.07,309.0,342.84,359.71,568.96,568.96,396.91,2.25,-0.0114247737198557,256.558,256.092,252.776,252.146,Low CPI,-0.0114247737198557,312.37,364.69,-0.1434643121555293,-0.0114247737198557,-0.0232438016528925,False,0.0043068056017449,252.146,2.5,0,0.1682536661580781,4.360000000000014,0,0.0,0.06662986990410956,4.360000000000014,False,312.37,0.0,-0.005296503415178804,308.01,0.014155384565436233,192
193,2019-09-30,311.35,256.759,,1.26948,1.13721,1.1147,137.004,28505.0,99.377,2978.5,7770.5,58.15,2439.1,394.77,297.83,195.28,308.8,342.36,360.88,583.29,583.29,393.18,2.0,-0.015494071146245,256.759,256.143,254.202,252.439,Low CPI,-0.015494071146245,311.35,364.69,-0.146261208149387,-0.015494071146245,-0.0312914603760151,False,0.0043142079028229,252.439,2.5,0,0.1636622096939338,2.1299999999999955,0,0.0,0.04851158987480976,3.340000000000032,False,312.37,-0.0032653583890898032,-0.0057099488806785234,308.01,0.010843803772604889,193
194,2019-10-31,308.37,257.346,,1.26948,1.13721,1.1147,137.004,28505.0,99.377,2978.5,7770.5,58.15,2439.1,402.11,297.63,192.54,308.3,339.09,356.62,570.29,570.29,384.91,1.75,-0.0177422437408422,257.346,256.571,255.548,252.885,Low CPI,-0.0177422437408422,308.37,364.69,-0.1544325317392854,-0.0177422437408422,-0.0326386412990632,False,0.0046388251980645,252.885,2.5,0,0.15185159507554735,1.6999999999999886,0,0.0,-0.004422208642166517,0.36000000000001364,False,312.37,-0.012805327016038672,-0.010704487797315223,308.01,0.0011687932209993625,194
195,2019-11-30,304.42,257.208,,1.26948,1.13721,1.1147,137.004,28505.0,99.377,2978.5,7770.5,58.15,2439.1,393.47,296.18,191.73,302.7,335.38,350.4,553.56,553.56,374.5,1.75,-0.0285604876025146,257.208,256.558,256.092,252.038,Low CPI,-0.0285604876025146,304.42,364.69,-0.1652636485782445,-0.0285604876025146,-0.0381805785526443,False,0.0056797590661048,252.038,2.5,0,0.13783326844488109,7.949999999999989,0,0.0,-0.0745861362066138,0.0,False,312.37,-0.025450587444376824,-0.011774885510372082,304.42,0.0,195
196,2019-12-31,302.56,256.974,,1.26948,1.13721,1.1147,137.004,28505.0,99.377,2978.5,7770.5,58.15,2439.1,393.85,296.54,190.07,302.0,332.87,348.13,544.75,544.75,374.11,1.75,-0.030411792981894,256.974,256.759,256.143,251.233,Low CPI,-0.030411792981894,302.56,364.69,-0.170363870684691,-0.030411792981894,-0.0309488390142942,False,0.0057607400640084,251.233,2.5,0,0.1301476357626937,8.79000000000002,0,0.0,-0.10762535273063166,0.0,False,312.37,-0.03140506450683485,-0.011774885510372082,302.56,0.0,196
197,2020-01-31,301.88,257.971,,1.36561,1.22156,1.1184,141.00199999999998,27219.0,89.937,3748.75,12885.5,48.181,2559.0,394.49,298.81,188.14,300.2,330.87,346.07,538.06,538.06,374.41,1.75,-0.0323738701198795,257.971,257.346,256.571,251.712,Low CPI,-0.0323738701198795,301.88,364.69,-0.1722284680139296,-0.0323738701198795,-0.0255426194085207,False,0.0057157552007926,251.712,2.25,0,0.14224005282472046,6.490000000000009,0,0.0,-0.11970420608349903,0.0,False,312.37,-0.033581970099561445,-0.0138522470631522,301.88,0.0,197
198,2020-02-29,302.56,258.678,,1.33173,1.19249,1.117,138.915,26432.0,91.869,3623.25,12277.0,45.045,2738.9,393.01,298.2,189.3,297.9,328.75,343.39,530.95,530.95,368.44,1.75,-0.0232438016528925,258.678,257.208,256.558,252.776,Low CPI,-0.0232438016528925,302.56,364.69,-0.170363870684691,-0.0232438016528925,-0.020200403367801,False,0.0057010880852871,252.776,2.25,0,0.14753934080125083,1.8600000000000136,0,0.0,-0.10762535273063166,0.6800000000000068,False,311.35,-0.028231893367592804,-0.013112934323879126,301.88,0.0022525506823903763,198
199,2020-03-31,299.36,258.115,,1.3369,1.19362,1.11933,141.583,25075.0,92.144,3499.0,12114.0,42.791,2650.5,386.42,298.28,188.59,298.1,323.33,338.76,522.98,522.98,360.95,0.25,-0.0312914603760151,258.115,256.974,256.759,254.202,Low CPI,-0.0312914603760151,299.36,364.69,-0.1791384463516959,-0.0312914603760151,-0.0030833467159147,False,0.0062250303789065,254.202,2.0,0,0.155469028615443,3.1999999999999886,0,0.0,-0.16446701556765267,0.0,False,308.37,-0.029218147031163832,-0.012480374446786744,299.36,0.0,199
200,2020-04-30,298.46,256.389,,1.3369,1.19362,1.11933,141.583,22769.0,92.144,3499.0,12114.0,42.791,2650.5,391.48,295.73,188.48,294.3,324.12,337.41,519.33,519.33,360.46,0.25,-0.0326386412990632,256.389,257.971,257.346,255.548,Low CPI,-0.0326386412990632,298.46,364.69,-0.1816062957580411,-0.0326386412990632,0.0182248597464085,True,0.0062174498333823,255.548,1.75,0,0.17082269227205527,3.420000000000016,0,0.0,-0.1804537332405653,0.0,True,304.42,-0.019578214309178228,-0.012480374446786744,298.46,0.0,200
201,2020-05-31,296.25,256.394,,1.3369,1.19362,1.11933,141.583,24157.0,92.144,3499.0,12114.0,42.791,2650.5,393.44,301.07,191.01,300.5,328.45,342.08,523.75,523.75,367.07,0.25,-0.0381805785526443,256.394,258.678,257.208,256.092,Low CPI,-0.0381805785526443,296.25,364.69,-0.1876662370780663,-0.0381805785526443,0.0401090598515208,True,0.0063468155427295,256.092,1.75,0,0.16055606480663293,6.310000000000002,0,0.0,-0.21971000663738244,0.0,True,302.56,-0.0208553675304072,-0.016055102938714896,296.25,0.0,201
202,2020-06-30,299.65,257.797,,1.3369,1.19362,1.11933,141.583,24157.0,92.144,3499.0,12114.0,42.791,2650.5,402.31,301.42,192.55,299.2,329.79,344.82,525.77,525.77,372.78,0.25,-0.0309488390142942,257.797,258.115,256.974,256.143,Low CPI,-0.0309488390142942,299.65,364.69,-0.1783432504318737,-0.0309488390142942,0.0543032786885246,True,0.0074054909829371,256.143,1.75,0,0.1840865297380892,0.2899999999999636,0,0.0,-0.15931573987304848,3.3999999999999773,True,302.56,-0.009617927022739375,-0.01694942830380013,296.25,0.01147679324894507,202
203,2020-07-31,302.15,259.101,,1.3369,1.19362,1.11933,141.583,24157.0,92.144,3499.0,12114.0,42.791,2650.5,407.06,303.57,193.32,301.4,331.53,348.31,532.68,532.68,374.39,0.25,-0.0255426194085207,259.101,256.389,257.971,256.571,Low CPI,-0.0255426194085207,302.15,364.69,-0.1714881131920261,-0.0255426194085207,0.0629389161256128,True,0.0079297420132439,256.571,1.75,0,0.20250265174768267,3.6899999999999977,0,0.0,-0.11490819078162552,5.899999999999977,True,302.56,-0.0013551031200423882,-0.006481097203416239,296.25,0.019915611814345913,203
204,2020-08-31,306.06,259.918,,1.3369,1.19362,1.11933,141.583,24157.0,92.144,3499.0,12114.0,42.791,2650.5,411.9,303.2,193.18,301.5,330.59,348.05,530.65,530.65,375.04,0.25,-0.020200403367801,259.918,256.394,258.678,256.558,Low CPI,-0.020200403367801,306.06,364.69,-0.1607666785489045,-0.020200403367801,0.0664661554732946,True,0.008660553408839,256.558,1.75,0,0.23083625599623014,9.810000000000002,0,0.0,-0.045454784002640684,9.810000000000002,True,306.06,0.0,0.0022428796956207708,296.25,0.03311392405063292,204
205,2020-09-30,310.39,260.28,,1.3369,1.19362,1.11933,141.583,24157.0,92.144,3499.0,12114.0,42.791,2650.5,420.65,310.45,195.32,294.5,341.13,351.46,534.35,534.35,382.97,0.25,-0.0030833467159147,260.28,257.797,258.115,256.759,Low CPI,-0.0030833467159147,310.39,364.69,-0.1488935808494886,-0.0030833467159147,0.095370122928915,True,0.0097573235270687,256.759,0.25,0,0.49466135258780514,10.740000000000009,0,0.0,0.03145909102370274,14.139999999999986,True,310.39,0.0,0.0037621912666822776,296.25,0.04772995780590713,205
206,2020-10-31,313.99,260.388,,1.3369,1.19362,1.11933,141.583,24157.0,92.144,3499.0,12114.0,42.791,2650.5,417.11,308.98,196.34,295.3,345.43,352.47,532.16,532.16,386.1,0.25,0.0182248597464085,260.388,259.101,256.389,257.346,Low CPI,0.0182248597464085,313.99,364.69,-0.1390221832241081,0.0182248597464085,0.1152583260738457,False,0.0098251786243603,257.346,0.25,0,0.5270905770273949,11.840000000000032,0,0.0,0.09540596171535128,17.74000000000001,False,313.99,0.0,0.005759909734184738,296.25,0.05988185654008442,206
207,2020-11-30,316.63,260.229,,1.3369,1.19362,1.11933,141.583,24157.0,92.144,3499.0,12114.0,42.791,2650.5,422.83,314.98,198.01,297.5,348.3,353.7,535.87,535.87,384.12,0.25,0.0401090598515208,260.229,259.918,256.394,257.208,Low CPI,0.0401090598515208,316.63,364.69,-0.1317831582988291,0.0401090598515208,0.1316455696202532,False,0.0088686725107145,257.208,0.25,0,0.5434213384575658,10.569999999999993,0,0.0,0.14230033355589317,20.379999999999995,False,316.63,0.0,0.009731887703036792,296.25,0.06879324894514767,207
208,2020-12-31,318.99,260.474,,1.3369,1.19362,1.11933,141.583,24157.0,92.144,3499.0,12114.0,42.791,2650.5,424.51,322.53,199.51,301.0,349.93,356.46,540.01,540.01,386.0,0.25,0.0543032786885246,260.474,260.28,257.797,256.974,Low CPI,0.0543032786885246,318.99,364.69,-0.125311908744413,0.0543032786885246,0.1273152010679126,False,0.0084102676000243,256.974,0.25,1,0.5617198294896671,8.600000000000023,0,0.0,0.1842210598981961,22.74000000000001,False,318.99,0.0,0.011464947449941547,296.25,0.07675949367088611,208
209,2021-01-31,320.88,261.582,,1.35323,1.1373,1.1886,155.754,23451.0,95.598,4758.5,16320.75,75.351,2540.6,429.04,320.88,202.01,298.6,351.74,359.22,550.15,550.15,388.05,0.25,0.0629389161256128,261.582,260.388,259.101,257.971,Low CPI,0.0629389161256128,320.88,364.69,-0.1201294249910883,0.0629389161256128,0.1470130729769982,False,0.0081454508499703,257.971,0.25,1,0.5842127220090695,6.889999999999986,0,0.0,0.21779316701131124,24.629999999999995,False,320.88,0.0,0.014005734310324432,296.25,0.08313924050632909,209
210,2021-02-28,322.67,263.014,,1.3754,1.18088,1.16447,151.26899999999998,25754.0,92.626,4520.5,15582.5,68.535,2537.9,435.35,318.74,204.01,298.4,352.49,361.45,558.44,558.44,390.58,0.25,0.0664661554732946,263.014,260.229,259.918,258.678,Low CPI,0.0664661554732946,322.67,364.69,-0.1152211467273573,0.0664661554732946,0.1466052408024569,False,0.0080950765512177,258.678,0.25,1,0.5995976790349321,6.0400000000000205,0,0.0,0.2495889721607707,26.420000000000016,False,322.67,0.0,0.07767405200561824,296.25,0.08918143459915617,210
211,2021-03-31,327.91,264.877,,1.42053,1.22258,1.16185,155.63,28958.0,90.031,4202.5,13686.5,67.0,2438.6,435.31,326.26,207.34,300.9,357.85,365.06,564.06,564.06,393.29,0.25,0.095370122928915,264.877,260.474,260.28,258.115,Low CPI,0.095370122928915,327.91,364.69,-0.100852779072637,0.095370122928915,0.1741357646831405,False,0.0068938965139406,258.115,0.25,1,0.6378268723596459,8.920000000000016,0,0.0,0.3426671950563911,31.660000000000025,False,327.91,0.0,0.11686989114707128,296.25,0.10686919831223637,211
212,2021-04-30,332.86,267.054,,1.42053,1.22258,1.16185,155.63,25304.0,90.584,3705.25,12911.25,67.0,2438.6,436.24,329.19,208.21,306.1,361.85,369.96,573.48,573.48,397.69,0.25,0.1152583260738457,267.054,261.582,260.388,256.389,High CPI,0.1152583260738457,332.86,364.69,-0.0872796073377388,0.1152583260738457,0.1861524252364723,False,0.0063077015906913,256.389,0.25,1,0.6802560537198143,11.980000000000018,0,0.0,0.4305941422574079,36.610000000000014,False,332.86,0.0,0.12531203885680658,296.25,0.12357805907173,212
213,2021-05-31,335.25,269.195,,1.42053,1.22258,1.16185,155.63,25304.0,90.584,3705.25,12911.25,67.0,2438.6,445.48,328.85,208.3,317.3,363.24,372.78,575.77,575.77,401.42,0.25,0.1316455696202532,269.195,263.014,260.229,256.394,High CPI,0.1316455696202532,335.25,364.69,-0.0807260961364446,0.1316455696202532,0.2083188579730284,False,0.0036896742693352,256.394,0.25,1,0.6892955134538309,12.579999999999984,0,0.0,0.47304775918880737,35.60000000000002,False,335.25,0.0,0.1247183980082506,299.65,0.1188052728182881,213
214,2021-06-30,337.8,271.696,,1.42053,1.22258,1.16185,155.63,25304.0,90.584,3705.25,12911.25,67.0,2438.6,448.15,333.02,211.69,315.1,364.12,375.97,583.2,583.2,402.62,0.25,0.1273152010679126,271.696,264.877,260.474,257.797,High CPI,0.1273152010679126,337.8,364.69,-0.0737338561518001,0.1273152010679126,0.2305087933791028,False,0.0037523435294959,257.797,0.25,1,0.7149622708900274,9.889999999999986,0,0.0,0.5183434592620583,35.650000000000034,False,337.8,0.0,0.1247183980082506,302.15,0.11798775442660943,214
215,2021-07-31,346.57,273.003,,1.42053,1.22258,1.16185,155.63,25304.0,90.584,3705.25,12911.25,67.0,2438.6,460.59,334.79,213.67,322.4,367.85,380.88,592.93,592.93,409.03,0.25,0.1470130729769982,273.003,267.054,261.582,259.101,High CPI,0.1470130729769982,346.57,364.69,-0.049686034714415,0.1470130729769982,0.2460732984293192,False,0.0058739821183914,259.101,0.25,1,0.7859380118536187,13.70999999999998,0,0.0,0.6741251414747677,40.50999999999999,False,346.57,0.0,0.13993789706417614,306.06,0.13235966803894658,215
