,Liv-ex 100,"ECONOMICS_USCPI, M","TVC_US10Y, 15","FX_GBPUSD, 1M","OANDA_EURUSD, 1M","FX_IDC_GBPEUR, 1M","FX_GBPJPY, 1M","HKEX_DLY_HSI1!, 1M (1)","TVC_DXY, 1M","CME_MINI_ES1!, 1M (1)","CME_MINI_NQ1!, 1M","TVC_USOIL, 1M","PEPPERSTONE_COCOA, 1M",liv-ex Champagne 50,liv-ex Italy 100,liv-ex Rhone 100,liv-ex California 50,liv-ex Investables,Liv-ex Fine Wine 1000,Liv-ex Indices,liv-ex Burgundy 150,liv-ex Bordeaux Legends,"ECONOMICS_USINTR, 1M"
1996-02-29 00:00:00,,154.9,,1.7126,,1.36619997,198.1996,13460.0,88.12,,,25.92,,,,,,,,,,,5.25
1996-03-31 00:00:00,,155.7,,1.5517,,1.24899995,170.25465,11033.0,87.82,,,20.92,,,,,,,,,,,5.25
1997-01-31 00:00:00,,159.1,,1.6524,,1.49899995,215.09613,10720.0,99.65,979.0,,17.64,,,,,,,,,,,5.25
1997-02-28 00:00:00,,159.6,,1.6655,,1.47819996,190.90315,15255.0,95.67,,,19.8,,,,,,,,,,,5.25
1997-03-31 00:00:00,,160.0,,1.6893,,1.50399995,215.76968,10520.0,97.79,955.0,,19.15,,,,,,,,,,,5.5
1998-01-31 00:00:00,,161.6,,1.6634,,1.4208,190.675,10120.0,94.17,1245.5,,12.05,,,,,,,,,,,5.5
1998-02-28 00:00:00,,161.9,,1.648,,1.398,202.735,10445.0,96.2,1162.5,,11.22,,,,,,,,,,,5.5
1998-03-31 00:00:00,,162.2,,1.6811,,1.48870003,233.545,7000.0,100.2,954.0,,13.34,,,,,,,,,,,5.5
1999-01-31 00:00:00,,164.3,,1.6148,,1.5986,164.93499999999997,16970.0,101.87,1485.0,3754.0,25.75,,,,,,,,,,,4.75
1999-02-28 00:00:00,,164.5,,1.6044,,1.5176,176.015,13610.0,100.03,1319.75,2395.5,22.11,,,,,,,,,,,4.75
1999-03-31 00:00:00,,165.0,,1.6026,,1.5379,194.915,12220.0,102.45,1296.75,,16.84,,,,,,,,,,,4.75
2000-01-31 00:00:00,,168.8,,1.4933,,1.5842,170.89499999999998,15160.0,109.32,1327.0,2374.5,26.8,,,,,,,,,,,5.5
2000-02-29 00:00:00,,169.8,,1.4478,,1.7048,157.55499999999998,15043.0,116.62,1440.75,3298.0,32.69,,,,,,,,,,,5.75
2000-03-31 00:00:00,,171.2,,1.4999,,1.6179,163.975,16900.0,109.58,1439.0,3617.0,27.45,,,,,,,,,,,6.0
2001-01-31 00:00:00,,175.1,,1.4248,,1.5875,175.86499999999998,11321.0,115.56,1135.25,1598.0,19.44,,,,,,,,,,,5.5
2001-02-28 00:00:00,,175.8,,1.4251,,1.6258,178.165,12250.0,117.11,1215.25,1693.0,26.35,,,,,,,,,,,5.5
2001-03-31 00:00:00,,176.2,,1.4546,,1.6345,191.655,11376.0,116.67,1149.25,1583.5,19.84,,,,,,,,,,,5.0
2002-01-31 00:00:00,,177.1,,1.5567,0.9944,1.5653,190.745,10135.0,106.37,936.0,1117.0,26.89,,,,,,,,,,,1.75
2002-02-28 00:00:00,,177.8,,1.6101,1.0435,1.5341,191.145,9287.0,101.81,879.0,987.0,31.2,,,,,,,,,,,1.75
2002-03-31 00:00:00,,178.8,,1.5331,0.9919,1.5466,183.475,10610.0,106.92,988.0,1054.0,26.86,,,,,,,,,,,1.75
2003-01-31 00:00:00,,181.7,,1.7838,1.2578,1.4153,191.075,12636.0,86.92,1110.5,1468.0,32.52,,,,,,,,,,,1.25
2003-02-28 00:00:00,,183.1,,1.6549,1.1506,1.4354,198.165,12095.0,92.85,973.25,1204.5,30.19,,,,,,,,,,,1.25
2003-03-31 00:00:00,,184.2,,1.7214,1.1993,1.4359,188.625,12335.0,90.23,1057.75,1425.0,30.41,,,,,,,,,,,1.25
