,Liv-ex 100,US CPI,"TVC_US10Y, 15","FX_GBPUSD, 1M","OANDA_EURUSD, 1M","FX_IDC_GBPEUR, 1M","FX_GBPJPY, 1M","HKEX_DLY_HSI1!, 1M (1)",Dollar Index (DXY),S&P 500 Futures,"CME_MINI_NQ1!, 1M","TVC_USOIL, 1M","PEPPERSTONE_COCOA, 1M",liv-ex Champagne 50,liv-ex Italy 100,liv-ex Rhone 100,liv-ex California 50,liv-ex Investables,Liv-ex Fine Wine 1000,Liv-ex Indices,liv-ex Burgundy 150,liv-ex Bordeaux Legends,US Interest Rate,Wine_ret,CPI_lag_0,CPI_lag_3,CPI_lag_6,CPI_lag_12,Inflation Regime,wine_12m_ret,cum_price,rolling_max,drawdown,momentum_now,momentum_next,momentum_direction_change,wine_vol_12m,US CPI_lag_12,US Interest Rate_lag_6
2022-09-30,424.35,296.808,,1.14597,0.98828,1.1598,170.42,20094.0,111.527,3883.0,11447.25,86.362,2330.9,734.44,400.52,252.35,407.64,415.42,484.28,902.75,902.75,466.03,3.25,0.16438919986829115,296.808,296.311,287.504,274.31,High CPI,0.16438919986829115,424.35,424.35,0.0,0.16438919986829115,0.029825256175436854,False,0.009573132280497533,274.31,0.5
2022-10-31,422.06,298.012,,1.14597,0.98828,1.1598,170.42,20094.0,111.527,3883.0,11447.25,86.362,2330.9,749.63,401.1,248.73,402.69,414.27,484.99,909.38,909.38,470.69,3.25,0.13322951347868117,298.012,296.276,289.109,276.589,High CPI,0.13322951347868117,422.06,424.35,-0.005396488747496209,0.13322951347868117,0.01774740671550079,False,0.010415978474965702,276.589,0.5
2022-11-30,420.51,297.711,,1.14597,0.98828,1.1598,170.42,20094.0,111.527,3883.0,11447.25,86.362,2330.9,730.56,403.3,244.25,395.76,413.97,482.15,901.49,901.49,470.28,4.0,0.0991139339763194,297.711,296.171,292.296,277.948,High CPI,0.0991139339763194,420.51,424.35,-0.009049133969600609,0.0991139339763194,-0.009787888403426925,True,0.009702634580462869,277.948,1.0
2022-12-31,419.64,296.797,,1.14597,0.98828,1.1598,170.42,20094.0,111.527,3883.0,11447.25,86.362,2330.9,713.17,400.99,241.15,391.66,411.16,480.12,896.11,896.11,469.63,4.5,0.06909202078874954,296.797,296.808,296.311,278.802,High CPI,0.06909202078874954,419.64,424.35,-0.01109932838458827,0.06909202078874954,-0.04535427726468377,True,0.008236687690151876,278.802,1.75
2023-01-31,413.82,299.17,,1.27233,1.10374,1.1532,179.463,17132.0,101.333,4820.0,17023.5,71.293,4179.6,682.13,393.59,232.72,382.97,407.8,476.27,899.73,899.73,466.78,4.5,0.034963985594237634,299.17,298.012,296.276,281.148,High CPI,0.034963985594237634,413.82,424.35,-0.02481442205726414,0.034963985594237634,-0.07251416482260531,True,0.00888222352300511,281.148,2.5
2023-02-28,415.2,300.84,,1.21524,1.05743,1.1484,184.207,18200.0,106.663,4212.25,14490.25,81.305,3818.7,679.02,397.92,228.56,387.63,406.52,472.49,880.85,880.85,466.31,4.75,0.03435390249370962,300.84,297.711,296.171,283.716,High CPI,0.03435390249370962,415.2,424.35,-0.021562389536938897,0.03435390249370962,-0.09615707736252133,True,0.008877672008245595,283.716,2.5
2023-03-31,416.07,301.836,,1.28344,1.09978,1.1669,182.534,17144.0,101.855,4614.5,15857.5,81.715,3543.4,671.43,398.48,229.28,387.05,406.75,472.69,882.29,882.29,466.57,5.0,0.029825256175436854,301.836,296.797,296.808,287.504,High CPI,0.029825256175436854,416.07,424.35,-0.019512195121951237,0.029825256175436854,-0.113137740073053,True,0.008803919968328916,287.504,3.25
2023-04-30,414.04,303.363,,1.28344,1.09978,1.1669,182.534,17144.0,101.855,4614.5,15857.5,81.715,3543.4,662.16,395.04,225.84,382.92,404.46,468.04,868.86,868.86,466.67,5.0,0.01774740671550079,303.363,299.17,298.012,289.109,High CPI,0.01774740671550079,414.04,424.35,-0.02429598209025574,0.01774740671550079,-0.12514808321091786,True,0.008921395396566358,289.109,3.25
2023-05-31,405.68,304.127,,1.28344,1.09978,1.1669,182.534,17144.0,101.855,4614.5,15857.5,81.715,3543.4,648.09,392.69,211.56,368.9,400.62,457.0,845.4,845.4,456.77,5.25,-0.009787888403426925,304.127,300.84,297.711,292.296,High CPI,-0.009787888403426925,405.68,424.35,-0.04399670083657359,-0.009787888403426925,-0.1336710185251242,False,0.010674887266425783,292.296,4.0
2023-06-30,393.82,305.109,,1.28344,1.09978,1.1669,182.534,17144.0,101.855,4614.5,15857.5,81.715,3543.4,640.0,387.41,204.93,360.02,390.4,447.38,821.83,821.83,447.62,5.25,-0.04535427726468377,305.109,301.836,296.797,296.311,Low CPI,-0.04535427726468377,393.82,424.35,-0.07194532814893373,-0.04535427726468377,-0.14124011057096553,False,0.01312741437753992,296.311,4.5
2023-07-31,381.41,305.691,,1.28344,1.09978,1.1669,182.534,17144.0,101.855,4614.5,15857.5,81.715,3543.4,638.65,386.03,201.63,357.49,379.62,438.12,803.43,803.43,436.01,5.5,-0.07251416482260531,305.691,303.363,299.17,296.276,Low CPI,-0.07251416482260531,381.41,424.35,-0.10119005537881465,-0.07251416482260531,-0.13186892851964616,False,0.015365831402832642,296.276,4.5
2023-08-31,376.55,307.026,,1.28344,1.09978,1.1669,182.534,17144.0,101.855,4614.5,15857.5,81.715,3543.4,619.61,383.78,200.8,349.72,379.0,434.46,798.86,798.86,437.5,5.5,-0.09615707736252133,307.026,304.127,300.84,296.171,Low CPI,-0.09615707736252133,376.55,424.35,-0.11264286555909042,-0.09615707736252133,-0.14460500963391132,False,0.014191771186555098,296.171,4.75
2023-09-30,376.34,307.789,,1.28344,1.09978,1.1669,182.534,17144.0,101.855,4614.5,15857.5,81.715,3543.4,619.72,386.02,198.27,350.91,375.26,429.94,782.07,782.07,431.22,5.5,-0.113137740073053,307.789,305.109,301.836,296.808,Low CPI,-0.113137740073053,376.34,424.35,-0.113137740073053,-0.113137740073053,-0.14264426658975649,False,0.011765039760703146,296.808,5.0
2023-10-31,369.24,307.671,,1.28344,1.09978,1.1669,182.534,17144.0,101.855,4614.5,15857.5,81.715,3543.4,604.25,378.08,197.49,351.97,372.74,424.01,769.57,769.57,425.41,5.5,-0.12514808321091786,307.671,305.691,303.363,298.012,Low CPI,-0.12514808321091786,369.24,424.35,-0.12986921173559562,-0.12514808321091786,-0.15000966090232826,False,0.011938493377364027,298.012,5.0
2023-11-30,364.3,307.051,,1.28344,1.09978,1.1669,182.534,17144.0,101.855,4614.5,15857.5,81.715,3543.4,590.77,375.42,194.28,347.34,369.31,417.56,755.22,755.22,417.3,5.5,-0.1336710185251242,307.051,307.026,304.127,297.711,Low CPI,-0.1336710185251242,364.3,424.35,-0.141510545540238,-0.1336710185251242,-0.13791658450009858,False,0.011722763434584891,297.711,5.25
2023-12-31,360.37,306.746,,1.28344,1.09978,1.1669,182.534,17144.0,101.855,4614.5,15857.5,81.715,3543.4,582.64,376.83,193.83,348.62,363.09,414.58,751.27,751.27,410.72,5.5,-0.14124011057096553,306.746,307.789,305.109,296.797,Low CPI,-0.14124011057096553,360.37,424.35,-0.15077176858725116,-0.14124011057096553,-0.11581433142044595,False,0.011326794865909146,296.797,5.25
2024-01-31,359.25,308.417,,1.27275,1.05778,1.2038,190.567,19505.0,105.782,6051.5,20993.5,68.11,10302.7,572.0,374.03,185.49,344.56,360.38,405.49,723.48,723.48,407.64,5.5,-0.13186892851964616,308.417,307.671,305.691,299.17,Low CPI,-0.13186892851964616,359.25,424.35,-0.1534110993283846,-0.13186892851964616,-0.0972444351223094,False,0.011634592281179221,299.17,5.5
2024-02-29,355.16,310.326,,1.25113,1.03533,1.20825,196.798,20087.0,108.48,5935.75,21226.5,71.812,12326.8,580.99,374.39,184.53,333.98,355.99,400.27,710.16,710.16,398.28,5.5,-0.14460500963391132,310.326,307.051,307.026,300.84,Low CPI,-0.14460500963391132,355.16,424.35,-0.16304936962413097,-0.14460500963391132,-0.09502058159606963,False,0.010644697246324138,300.84,5.5
2024-03-31,356.72,312.33,,1.26418,1.07131,1.1799,203.314,17630.0,105.849,5814.25,20261.25,81.437,8206.9,568.61,373.64,185.18,333.55,355.95,397.84,706.19,706.19,395.46,5.5,-0.14264426658975649,312.33,306.746,307.789,301.836,Low CPI,-0.14264426658975649,356.72,424.35,-0.15937315894898074,-0.14264426658975649,-0.10955518945634257,False,0.010954592635306537,301.836,5.5
2024-04-30,351.93,313.55,,1.26418,1.07131,1.1799,203.314,17630.0,105.849,5814.25,20261.25,81.437,8206.9,558.96,376.13,183.3,333.89,353.32,395.05,698.3,698.3,395.33,5.5,-0.15000966090232826,313.55,308.417,307.671,303.363,Low CPI,-0.15000966090232826,351.93,424.35,-0.17066101095793573,-0.15000966090232826,-0.09197270068248309,False,0.010675031862901758,303.363,5.5
2024-05-31,349.73,314.07,,1.26418,1.07131,1.1799,203.314,17630.0,105.849,5814.25,20261.25,81.437,8206.9,557.31,370.51,182.17,336.5,351.25,392.78,695.11,695.11,389.88,5.5,-0.13791658450009858,314.07,310.326,307.051,304.127,Low CPI,-0.13791658450009858,349.73,424.35,-0.17584541062801928,-0.13791658450009858,-0.10227834202580288,False,0.010627177042535402,304.127,5.5
2024-06-30,348.21,314.18,,1.26418,1.07131,1.1799,203.314,17630.0,105.849,5814.25,20261.25,81.437,8206.9,541.54,368.97,182.45,333.79,351.02,388.19,678.46,678.46,390.93,5.5,-0.11581433142044595,314.18,312.33,306.746,305.109,Low CPI,-0.11581433142044595,348.21,424.35,-0.17942735949098632,-0.11581433142044595,-0.09085106973388468,False,0.009361834601427931,305.109,5.5
2024-07-31,344.32,314.54,,1.26418,1.07131,1.1799,203.314,17630.0,105.849,5814.25,20261.25,81.437,8206.9,546.42,365.61,179.51,331.52,349.26,385.47,672.98,672.98,391.51,5.5,-0.0972444351223094,314.54,313.55,308.417,305.691,Low CPI,-0.0972444351223094,344.32,424.35,-0.18859432072581606,-0.0972444351223094,-0.09216423103688243,False,0.00657057025682902,305.691,5.5
2024-08-31,340.77,314.8,,1.26418,1.07131,1.1799,203.314,17630.0,105.849,5814.25,20261.25,81.437,8206.9,547.19,365.38,180.44,331.19,342.97,384.9,674.19,674.19,389.71,5.5,-0.09502058159606963,314.8,314.07,310.326,307.026,Low CPI,-0.09502058159606963,340.77,424.35,-0.19696005655708737,-0.09502058159606963,-0.08911476517625871,False,0.006463420337003184,307.026,5.5
2024-09-30,335.11,315.3,,1.26418,1.07131,1.1799,203.314,17630.0,105.849,5814.25,20261.25,81.437,8206.9,543.83,361.9,180.94,317.88,340.26,377.7,662.73,662.73,383.92,5.0,-0.10955518945634257,315.3,314.18,312.33,307.789,Low CPI,-0.10955518945634257,335.11,424.35,-0.2102981029810298,-0.10955518945634257,-0.09977012783135242,False,0.006383518992474115,307.789,5.5
2024-10-31,335.28,315.66,,1.26418,1.07131,1.1799,203.314,17630.0,105.849,5814.25,20261.25,81.437,8206.9,540.11,362.54,179.44,309.89,337.4,374.57,656.53,656.53,382.97,5.0,-0.09197270068248309,315.66,314.54,313.55,307.671,Low CPI,-0.09197270068248309,335.28,424.35,-0.20989749027925075,-0.09197270068248309,-0.10294660870059391,False,0.006277123551138294,307.671,5.5
2024-11-30,327.04,315.49,,1.26418,1.07131,1.1799,203.314,17630.0,105.849,5814.25,20261.25,81.437,8206.9,525.52,354.07,174.63,318.55,330.18,368.36,643.15,643.15,373.27,4.75,-0.10227834202580288,315.49,314.8,314.07,307.051,Low CPI,-0.10227834202580288,327.04,424.35,-0.22931542358901846,-0.10227834202580288,-0.10144968976067259,False,0.007798921936743179,307.051,5.5
2024-12-31,327.63,315.61,,1.26418,1.07131,1.1799,203.314,17630.0,105.849,5814.25,20261.25,81.437,8206.9,514.38,351.08,174.96,316.09,329.23,366.21,637.38,637.38,371.68,4.5,-0.09085106973388468,315.61,315.3,314.18,306.746,Low CPI,-0.09085106973388468,327.63,424.35,-0.22792506185931427,-0.09085106973388468,,True,0.00835262420653153,306.746,5.5
2025-01-31,326.14,317.67,,1.34456,1.13478,1.1855,193.757,22086.0,99.443,5916.0,21376.75,60.675,9848.9,510.45,353.04,174.1,311.97,326.65,362.88,628.01,628.01,368.91,4.5,-0.09216423103688243,317.67,315.66,314.54,308.417,Low CPI,-0.09216423103688243,326.14,424.35,-0.2314363143631437,-0.09216423103688243,,True,0.008288032500442619,308.417,5.5
2025-02-28,323.51,319.08,,1.34302,1.1483,1.1693,195.123,23813.0,98.822,6028.25,21909.75,73.771,9742.7,503.06,348.3,170.07,309.06,327.22,358.8,620.17,620.17,372.09,4.5,-0.08911476517625871,319.08,315.49,314.8,310.326,Low CPI,-0.08911476517625871,323.51,424.35,-0.23763402851419824,-0.08911476517625871,,True,0.008219660777893942,310.326,5.5
2025-03-31,321.13,319.8,,1.29169,1.08154,1.1938,193.677,23162.0,104.183,5653.25,19439.5,71.323,8142.1,501.39,349.57,172.01,305.8,325.19,358.33,619.1,619.1,372.42,4.5,-0.09977012783135242,319.8,315.61,315.3,312.33,Low CPI,-0.09977012783135242,321.13,424.35,-0.24324260633910688,-0.09977012783135242,,True,0.007293745080678994,312.33,5.0
2025-04-30,315.7,320.8,,1.29169,1.08154,1.1938,193.677,23162.0,104.183,5653.25,19439.5,71.323,8142.1,488.47,346.52,172.34,298.35,318.84,353.64,619.1,610.99,367.72,4.5,-0.10294660870059391,320.8,317.67,315.66,313.55,Low CPI,-0.10294660870059391,315.7,424.35,-0.2560386473429952,-0.10294660870059391,,True,0.007563310143881308,313.55,5.0
2025-05-31,314.25,321.47,,1.29169,1.08154,1.1938,193.677,23162.0,104.183,5653.25,19439.5,71.323,8142.1,485.24,345.08,172.12,298.71,316.12,352.25,619.1,608.27,368.06,4.5,-0.10144968976067259,321.47,319.08,315.49,314.07,Low CPI,-0.10144968976067259,314.25,424.35,-0.2594556380346412,-0.10144968976067259,,True,0.007632649639777734,314.07,4.75
