time,close,Daily VWAP,Weekly VWAP,Monthly VWAP,Down Fractal,Up Fractal,Volume,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
01/07/1972,41.9,NaN,NaN,NaN,0,0,NaN,99.99454159,99.99139046,NaN,NaN,NaN,NaN
01/08/1972,42,NaN,NaN,NaN,0,0,NaN,99.99485358,99.9918385,NaN,NaN,NaN,NaN
01/09/1972,42.1,NaN,NaN,NaN,0,0,NaN,99.99515199,99.99227021,NaN,NaN,NaN,NaN
01/10/1972,42.3,NaN,NaN,NaN,0,0,NaN,99.99569023,99.99270352,NaN,NaN,NaN,NaN
01/11/1972,42.4,NaN,NaN,NaN,0,0,NaN,99.99593335,99.99315419,NaN,NaN,NaN,NaN
01/12/1972,42.5,NaN,NaN,NaN,0,0,NaN,99.99616624,99.99358292,NaN,NaN,NaN,NaN
01/01/1973,42.6,NaN,NaN,NaN,0,0,NaN,99.99638895,99.99402755,NaN,NaN,NaN,NaN
01/02/1973,42.9,NaN,NaN,NaN,0,0,NaN,99.99695959,99.99443724,NaN,NaN,NaN,NaN
01/03/1973,43.3,NaN,NaN,NaN,0,0,NaN,99.99752189,99.9948871,NaN,NaN,NaN,NaN
01/04/1973,43.6,NaN,NaN,NaN,0,0,NaN,99.99784395,99.99529032,NaN,NaN,NaN,NaN
01/05/1973,43.9,NaN,NaN,NaN,0,0,NaN,99.99810866,99.99568101,NaN,NaN,NaN,NaN
01/06/1973,44.2,NaN,NaN,NaN,0,0,NaN,99.99832953,99.99605734,NaN,NaN,NaN,NaN
01/07/1973,44.3,NaN,NaN,NaN,0,0,NaN,99.99839674,99.99640967,NaN,NaN,NaN,NaN
01/08/1973,45.1,NaN,NaN,NaN,0,0,NaN,99.99880943,99.99676398,NaN,NaN,NaN,NaN
01/09/1973,45.2,NaN,NaN,NaN,0,0,NaN,99.99884931,99.99707167,NaN,NaN,NaN,NaN
01/10/1973,45.6,NaN,NaN,NaN,0,0,NaN,99.99899438,99.99736745,NaN,NaN,NaN,NaN
01/11/1973,45.9,NaN,NaN,NaN,0,0,NaN,99.99908732,99.99764854,NaN,NaN,NaN,NaN
01/12/1973,46.2,NaN,NaN,NaN,0,0,NaN,99.99916994,99.99789709,NaN,NaN,NaN,NaN
01/01/1974,46.6,NaN,NaN,NaN,0,0,NaN,99.99926542,99.9981351,NaN,NaN,NaN,NaN
01/02/1974,47.2,NaN,NaN,NaN,0,0,NaN,99.99938053,99.99836469,NaN,NaN,NaN,NaN
01/03/1974,47.8,NaN,NaN,NaN,0,0,NaN,99.99946997,99.99858476,NaN,NaN,NaN,NaN
01/04/1974,48,NaN,NaN,NaN,0,0,NaN,99.99949609,99.99876594,NaN,NaN,NaN,NaN
01/05/1974,48.6,NaN,NaN,NaN,0,0,NaN,99.99956529,99.9989119,NaN,NaN,NaN,NaN
01/06/1974,49,NaN,NaN,NaN,0,0,NaN,99.99960431,99.99903764,NaN,NaN,NaN,NaN
01/07/1974,49.4,NaN,NaN,NaN,0,0,NaN,99.99963918,99.99914696,NaN,NaN,NaN,NaN
01/08/1974,50,NaN,NaN,NaN,0,0,NaN,99.99968415,99.99924372,NaN,NaN,NaN,NaN
01/09/1974,50.6,NaN,NaN,NaN,0,0,NaN,99.99972153,99.99933835,NaN,NaN,NaN,NaN
01/10/1974,51.1,NaN,NaN,NaN,0,0,NaN,99.99974826,99.99940541,NaN,NaN,NaN,NaN
01/11/1974,51.5,NaN,NaN,NaN,0,0,NaN,99.99976749,99.99947099,NaN,NaN,NaN,NaN
01/12/1974,51.9,NaN,NaN,NaN,0,0,NaN,99.99978517,99.99952748,NaN,NaN,NaN,NaN
01/01/1975,52.1,NaN,NaN,NaN,0,0,NaN,99.99979361,99.99957792,NaN,NaN,NaN,NaN
01/02/1975,52.5,NaN,NaN,NaN,0,0,NaN,99.99980973,99.99962362,NaN,NaN,NaN,NaN
01/03/1975,52.7,NaN,NaN,NaN,0,0,NaN,99.99981741,99.99966305,NaN,NaN,NaN,NaN
01/04/1975,52.9,NaN,NaN,NaN,0,0,NaN,99.99982501,99.9996948,NaN,NaN,NaN,NaN
01/05/1975,53.2,NaN,NaN,NaN,0,0,NaN,99.99983604,99.99972095,NaN,NaN,NaN,NaN
01/06/1975,53.6,NaN,NaN,NaN,0,0,NaN,99.99984964,99.9997462,NaN,NaN,NaN,NaN
01/07/1975,54.2,NaN,NaN,NaN,0,0,NaN,99.99986742,99.99976778,NaN,NaN,NaN,NaN
